<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VHM,20180918,84.40,84.40,83.20,83.68,207550
VHM,20180917,84.40,85.36,84.32,84.40,1287240
VHM,20180914,84.64,84.80,84.24,84.40,591790
VHM,20180913,83.20,84.48,83.20,84.08,836910
VHM,20180912,83.84,83.84,83.04,83.20,605640
VHM,20180911,83.20,84.00,82.96,82.96,483770
VHM,20180910,84.40,84.40,83.68,83.68,532950
VHM,20180907,83.20,84.00,83.20,83.84,459090
VHM,20180906,84.80,84.80,83.68,84.00,287240
VHM,20180905,84.64,84.80,84.08,84.80,318560
VHM,20180904,85.52,86.16,83.36,83.92,225530
VHM,20180831,85.92,88.96,83.20,83.20,3027640
VHM,20180830,86.40,86.40,85.20,85.92,409540
VHM,20180829,88.80,88.80,86.64,86.64,303590
VHM,20180828,89.20,89.20,88.40,88.80,817180
VHM,20180827,89.52,89.52,89.04,89.20,913670
VHM,20180824,89.76,90.32,88.88,89.20,1340480
VHM,20180823,88.00,89.68,88.00,89.52,1371780
VHM,20180822,87.92,88.64,87.68,87.92,415780
VHM,20180821,87.04,88.40,87.04,87.92,741280
VHM,20180820,89.12,89.12,87.04,87.04,575880
VHM,20180817,91.20,91.20,87.04,87.04,1125570
VHM,20180816,86.24,86.32,85.68,86.24,726220
VHM,20180815,86.24,86.32,85.68,86.24,436300
VHM,20180814,85.60,86.40,85.60,86.24,406610
VHM,20180813,86.72,86.72,85.52,86.00,1088420
VHM,20180810,87.20,87.20,84.80,85.52,120470
VHM,20180809,86.40,87.20,86.40,86.96,285670
VHM,20180808,86.00,87.04,86.00,86.40,134310
VHM,20180807,87.20,87.20,85.60,86.00,160500
VHM,20180806,87.20,87.28,87.04,87.20,182880
VHM,20180803,87.36,87.76,86.80,87.20,398200
VHM,20180802,87.92,87.92,86.88,87.04,265210
VHM,20180801,88.24,88.32,86.80,86.88,320670
VHM,20180731,89.60,89.60,87.04,88.24,170450
VHM,20180730,84.80,88.40,84.00,88.40,324540
VHM,20180727,84.80,85.20,84.00,84.72,67370
VHM,20180726,85.20,86.24,84.80,84.80,205970
VHM,20180725,85.60,85.60,84.32,85.20,123900
VHM,20180724,82.40,86.16,82.40,85.20,52950
VHM,20180723,82.40,87.60,82.40,86.24,140470
VHM,20180720,85.60,86.40,84.88,85.52,361710
VHM,20180719,86.40,86.40,85.20,85.20,359780
VHM,20180718,88.00,88.00,85.60,85.92,115930
VHM,20180717,87.20,88.80,84.80,84.80,410540
VHM,20180716,88.40,88.40,84.80,84.80,93750
VHM,20180713,85.84,88.80,85.84,87.44,57420
VHM,20180712,87.76,88.64,86.40,88.00,113470
VHM,20180711,88.00,88.80,86.40,87.76,86370
VHM,20180710,90.16,90.24,86.80,88.80,298180
VHM,20180709,90.00,90.72,90.00,90.24,134390
VHM,20180706,89.20,91.12,89.20,90.00,497040
VHM,20180705,88.64,92.00,88.64,91.20,1208630
VHM,20180704,81.68,88.64,81.68,88.64,1358170
VHM,20180703,89.04,89.04,82.88,82.88,165430
VHM,20180702,90.00,90.00,88.00,89.04,456190
VHM,20180629,90.40,90.40,86.80,89.92,321730
VHM,20180628,88.00,90.40,86.40,88.00,185920
VHM,20180627,90.00,91.28,88.00,88.00,305740
VHM,20180626,92.40,92.40,91.28,92.00,112440
VHM,20180625,91.36,92.72,91.36,92.40,214260
VHM,20180622,92.00,92.00,91.20,91.36,83230
VHM,20180621,92.00,92.08,91.20,92.00,117280
VHM,20180620,85.68,92.80,85.68,92.00,613980
VHM,20180619,93.20,93.20,91.76,92.00,770730
VHM,20180618,93.20,94.40,92.80,93.20,626280
VHM,20180615,94.16,94.16,93.20,93.20,213150
VHM,20180614,94.40,94.80,93.04,93.60,624230
