<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HDB,20190110,28.95,29.10,28.95,29.00,1859370
HDB,20190109,28.60,29.10,28.60,28.90,1246940
HDB,20190108,28.90,28.95,28.00,28.50,1063470
HDB,20190107,29.00,29.50,28.50,28.90,727640
HDB,20190104,28.30,29.00,28.00,29.00,1129350
HDB,20190103,28.95,29.00,28.10,28.15,1222860
HDB,20190102,30.30,30.30,28.20,28.20,723350
HDB,20181228,29.50,30.30,29.30,30.30,1558390
HDB,20181227,29.30,29.50,29.05,29.50,1242120
HDB,20181226,29.00,29.05,28.55,28.80,1122440
HDB,20181225,28.50,28.80,27.80,28.75,1557180
HDB,20181224,29.40,29.50,28.35,29.00,1750920
HDB,20181221,28.90,29.35,28.60,29.35,1768200
HDB,20181220,28.70,29.15,28.50,29.05,1487030
HDB,20181219,29.45,29.50,28.50,29.00,1481420
HDB,20181218,29.00,29.45,28.80,29.40,2075950
HDB,20181217,30.00,30.20,29.50,29.50,1586390
HDB,20181214,30.50,30.60,30.05,30.20,1580250
HDB,20181213,30.60,30.85,30.40,30.60,2248960
HDB,20181212,30.25,30.80,30.25,30.55,2216500
HDB,20181211,30.65,30.80,30.20,30.20,2216610
HDB,20181210,30.60,30.70,30.30,30.65,2314250
HDB,20181207,30.60,31.00,30.55,30.60,2250550
HDB,20181206,31.20,31.20,30.10,30.50,1717980
HDB,20181205,31.00,31.70,30.70,31.20,1881730
HDB,20181204,32.20,32.25,31.15,31.70,2077930
HDB,20181203,30.20,32.05,30.15,32.00,2937000
HDB,20181130,30.25,30.30,29.65,30.00,1497920
HDB,20181129,30.50,30.90,30.15,30.25,1592500
HDB,20181128,30.20,30.35,30.00,30.35,1560030
HDB,20181127,30.50,30.70,30.00,30.20,1472370
HDB,20181126,30.30,30.60,29.70,30.50,1255750
HDB,20181123,30.80,30.85,30.30,30.30,1370910
HDB,20181122,30.30,31.05,30.05,30.80,1664180
HDB,20181121,29.70,30.25,29.55,30.25,1449600
HDB,20181120,30.40,30.50,30.00,30.45,1090170
HDB,20181119,30.20,31.35,30.20,30.90,2280300
HDB,20181116,28.25,29.95,28.05,29.95,3333630
HDB,20181115,28.95,28.95,27.50,28.00,2278550
HDB,20181114,30.05,30.90,28.50,28.80,1979430
HDB,20181113,31.60,31.60,30.00,30.00,1993330
HDB,20181112,32.80,32.80,31.90,32.00,1842290
HDB,20181109,33.00,33.25,32.70,32.80,1871680
HDB,20181108,33.25,33.60,33.10,33.20,2025730
HDB,20181107,32.50,33.45,32.50,33.20,2098090
HDB,20181106,33.40,33.45,32.80,32.85,1838820
HDB,20181105,33.50,33.60,32.60,33.40,2500890
HDB,20181102,32.95,33.60,32.95,33.50,3382980
HDB,20181101,32.80,33.20,32.75,32.85,1827130
HDB,20181031,33.25,33.45,32.10,32.80,2159860
HDB,20181030,34.10,34.35,33.00,33.20,1712920
HDB,20181029,34.40,34.65,33.50,34.10,1778800
HDB,20181026,34.45,35.15,34.30,34.40,2942910
HDB,20181025,34.00,34.50,34.00,34.30,2373490
HDB,20181024,36.00,36.25,35.00,35.00,2303360
HDB,20181023,36.00,36.50,35.60,36.00,1139000
HDB,20181022,36.30,36.85,36.30,36.50,1527490
HDB,20181019,36.50,36.50,35.80,36.30,1584310
HDB,20181018,37.15,37.15,36.50,36.95,1439970
HDB,20181017,37.00,37.40,37.00,37.15,1543500
HDB,20181016,35.50,37.00,35.10,37.00,1748130
HDB,20181015,36.50,36.55,34.85,35.50,1388600
HDB,20181012,35.80,36.65,35.60,36.50,1451810
HDB,20181011,37.00,37.00,35.30,36.10,1148170
HDB,20181010,37.70,37.90,37.50,37.80,1622700
HDB,20181009,37.80,38.00,37.50,37.70,1567140
HDB,20181008,37.60,38.00,37.00,37.80,1623300
HDB,20181005,38.75,38.85,38.00,38.00,1302170
HDB,20181004,39.50,39.65,38.15,38.75,2438910
HDB,20181003,39.20,39.50,39.10,39.45,1658100
HDB,20181002,39.40,39.50,39.10,39.20,1651980
HDB,20181001,38.85,39.75,38.85,39.40,2572230
HDB,20180928,38.55,38.95,38.50,38.85,1933300
HDB,20180927,38.60,38.85,38.45,38.55,1612480
HDB,20180926,38.90,38.95,38.30,38.60,1776240
HDB,20180925,39.00,39.05,38.75,38.90,1583720
HDB,20180924,38.85,39.30,38.85,39.00,1568970
HDB,20180921,38.90,38.95,38.20,38.85,1531720
HDB,20180920,38.50,38.85,38.30,38.85,1453330
HDB,20180919,38.25,38.60,38.25,38.50,1400510
HDB,20180918,38.00,38.25,37.70,38.25,1235490
HDB,20180917,38.60,38.70,38.30,38.40,1118330
HDB,20180914,38.60,38.95,38.35,38.60,1760330
HDB,20180913,37.15,38.65,37.15,38.60,3510820
HDB,20180912,37.15,37.50,37.05,37.10,956470
HDB,20180911,37.15,37.40,36.95,37.10,1228580
HDB,20180910,36.65,37.20,36.65,37.00,935940
HDB,20180907,36.50,36.85,36.30,36.65,1175460
HDB,20180906,37.00,37.10,36.30,36.50,822860
HDB,20180905,37.40,37.50,36.55,37.00,1248240
HDB,20180904,38.00,38.00,37.30,37.40,1424210
HDB,20180831,38.20,38.25,37.80,38.15,1595260
HDB,20180830,37.20,38.25,37.10,38.20,2950700
HDB,20180829,36.10,37.20,36.00,37.20,2510990
HDB,20180828,36.00,36.15,35.95,36.05,1050000
HDB,20180827,36.05,36.15,35.90,36.00,904340
HDB,20180824,35.90,36.05,35.70,36.00,1640170
HDB,20180823,36.00,36.20,35.80,35.90,1091800
HDB,20180822,35.55,36.20,35.50,36.00,1105020
HDB,20180821,35.00,35.50,34.90,35.50,1140970
HDB,20180820,35.90,35.95,34.55,35.00,1385060
HDB,20180817,36.70,36.90,35.90,35.90,937170
HDB,20180816,36.00,37.00,35.70,36.65,1176710
HDB,20180815,37.40,37.80,36.30,36.50,1012930
HDB,20180814,37.15,37.50,36.40,37.40,1311490
HDB,20180813,37.10,37.40,36.80,37.40,1514640
HDB,20180810,36.40,37.10,36.20,37.10,2193310
HDB,20180809,36.60,37.00,36.40,36.40,1752060
HDB,20180808,36.25,36.70,36.00,36.50,1205980
HDB,20180807,35.85,36.70,35.70,36.20,2250840
HDB,20180806,35.85,36.00,35.50,35.85,1511810
HDB,20180803,35.25,36.00,35.10,35.85,2661080
HDB,20180802,35.75,35.75,34.80,35.20,1148030
HDB,20180801,35.70,36.10,35.60,35.75,2113740
HDB,20180731,35.20,35.85,34.40,35.60,1501400
HDB,20180730,34.30,35.20,34.10,35.20,846700
HDB,20180727,33.60,33.60,33.00,33.40,804460
HDB,20180726,33.50,33.55,32.50,32.80,1232550
HDB,20180725,34.00,34.55,33.30,33.50,951530
HDB,20180724,35.00,35.15,34.00,34.00,1170400
HDB,20180723,35.00,35.55,34.80,35.20,1336380
HDB,20180720,35.00,35.40,34.00,35.40,1708540
HDB,20180719,35.30,36.10,35.10,35.10,1856420
HDB,20180718,33.65,35.55,33.65,35.25,2167560
HDB,20180717,33.55,33.55,32.80,33.55,1614890
HDB,20180716,33.60,33.75,33.25,33.55,1286340
HDB,20180713,33.00,33.60,32.95,33.45,1692220
HDB,20180712,32.80,33.50,32.50,33.00,1495050
HDB,20180711,34.50,34.60,32.65,32.80,1553920
HDB,20180710,35.00,36.05,34.90,35.10,598240
HDB,20180709,35.10,35.60,34.90,35.20,1255590
HDB,20180706,32.80,35.00,31.60,35.00,3135130
HDB,20180705,34.70,34.90,32.50,32.80,1595010
HDB,20180704,34.00,34.90,33.60,34.30,1296750
HDB,20180703,36.30,36.50,34.40,34.70,2350580
HDB,20180702,36.15,36.40,34.90,36.20,862020
HDB,20180629,35.30,36.15,34.80,36.15,1234320
HDB,20180628,35.90,36.10,34.50,34.60,757470
HDB,20180627,36.80,37.40,36.20,36.20,336910
HDB,20180626,36.00,36.85,36.00,36.80,427490
HDB,20180625,37.70,37.75,37.20,37.30,299190
HDB,20180622,36.50,37.40,36.00,37.40,1144370
HDB,20180621,36.50,36.80,36.00,36.50,406740
HDB,20180620,33.10,36.90,33.10,36.30,932640
HDB,20180619,33.38,36.08,33.38,35.50,3075220
HDB,20180618,37.14,38.11,35.12,35.50,1403380
HDB,20180615,37.82,38.21,36.86,37.72,1092080
HDB,20180614,40.03,40.03,37.81,37.82,348610
HDB,20180613,39.46,40.52,39.46,39.55,377960
HDB,20180612,40.03,40.03,37.62,39.46,2322470
HDB,20180611,41.00,41.29,40.42,40.42,1676050
HDB,20180608,42.93,43.08,41.68,41.87,863640
HDB,20180607,41.57,43.21,41.38,43.03,1512020
HDB,20180606,41.67,41.96,41.28,41.67,1099960
HDB,20180605,41.48,42.44,41.19,41.67,2204580
HDB,20180604,39.65,41.49,39.17,41.48,2343110
HDB,20180601,38.10,40.18,37.43,39.75,2692760
HDB,20180531,34.92,37.71,34.92,37.62,1875240
HDB,20180530,34.73,36.08,33.67,35.40,4462960
HDB,20180529,32.80,33.81,32.27,33.81,3943980
HDB,20180528,33.77,33.77,31.65,31.64,2696050
HDB,20180525,34.25,34.44,33.09,34.01,2692400
HDB,20180524,36.66,36.95,33.86,34.25,2368050
HDB,20180523,37.62,37.91,35.50,36.37,959240
HDB,20180522,38.78,39.17,36.90,37.62,1406120
HDB,20180521,39.55,39.84,39.07,39.65,1746750
HDB,20180518,39.46,39.99,38.78,39.12,1552940
HDB,20180517,39.07,39.36,38.78,39.07,701400
HDB,20180516,39.46,39.46,38.40,38.73,999600
HDB,20180515,39.46,39.84,38.93,39.46,1347990
HDB,20180514,40.04,40.52,38.88,39.07,550760
HDB,20180511,38.59,39.94,37.72,39.94,819170
HDB,20180510,41.39,41.39,38.59,38.59,961790
HDB,20180509,41.48,41.57,40.51,41.39,525060
HDB,20180508,41.96,41.96,41.38,41.67,1157790
HDB,20180507,41.96,42.44,41.00,41.96,1601930
HDB,20180504,42.44,42.44,41.28,41.48,646170
HDB,20180503,40.04,41.97,39.60,41.96,2085150
HDB,20180502,41.39,41.39,39.55,40.52,1017430
HDB,20180427,40.52,41.53,40.32,41.29,1706640
HDB,20180426,43.41,43.89,40.42,40.71,3073110
HDB,20180424,44.37,44.76,41.82,43.41,3013200
HDB,20180423,47.75,47.94,44.95,44.95,3902200
HDB,20180420,47.27,48.33,46.98,48.33,1802740
HDB,20180419,50.07,50.07,47.27,47.46,3452260
HDB,20180418,49.11,50.55,48.82,49.97,4624790
HDB,20180417,49.68,49.88,48.81,49.01,1678660
HDB,20180416,48.23,49.48,47.46,49.20,2836140
HDB,20180413,47.80,48.33,47.37,48.23,3033930
HDB,20180412,47.75,48.14,47.27,47.37,2705590
HDB,20180411,48.81,49.00,47.46,48.33,5630290
HDB,20180410,47.27,48.81,47.27,48.81,9215650
HDB,20180409,44.86,46.98,44.67,46.98,7770500
HDB,20180406,44.81,44.86,44.47,44.81,2975100
HDB,20180405,44.86,45.15,44.57,44.81,2804190
HDB,20180404,44.28,44.95,43.99,44.86,5350390
HDB,20180403,43.80,44.18,43.56,43.99,2115830
HDB,20180402,44.38,44.47,43.89,43.99,2317540
HDB,20180330,44.38,44.38,43.42,44.28,2358520
HDB,20180329,43.90,44.67,43.85,44.38,3603320
HDB,20180328,43.03,43.85,42.88,43.85,3904720
HDB,20180327,42.16,43.37,42.16,43.22,4513810
HDB,20180326,39.65,42.16,39.65,42.16,3490240
HDB,20180323,40.52,40.71,39.46,40.52,2122680
HDB,20180322,41.96,42.44,41.00,41.00,2881270
HDB,20180321,42.45,42.64,41.63,41.96,2119630
HDB,20180320,43.26,43.31,42.44,42.45,2666350
HDB,20180319,43.22,43.75,42.74,43.60,4333110
HDB,20180316,43.12,43.22,42.93,43.22,2863300
HDB,20180315,42.45,43.03,42.45,42.93,4347760
HDB,20180314,41.00,42.69,40.91,42.45,5974370
HDB,20180313,41.00,41.00,40.57,40.81,1687940
HDB,20180312,41.00,41.39,40.71,41.00,1427550
HDB,20180309,40.61,41.87,40.42,41.00,1018640
HDB,20180308,41.48,41.96,40.32,41.00,2182740
HDB,20180307,41.67,42.35,40.71,41.00,1357460
HDB,20180306,41.48,42.01,41.29,41.67,2479350
HDB,20180305,42.06,42.15,41.38,41.48,2578830
HDB,20180302,41.97,42.01,41.68,42.01,1808640
HDB,20180301,41.77,42.44,41.67,42.40,2739770
HDB,20180228,42.45,42.93,41.48,42.83,2241390
HDB,20180227,42.93,43.03,41.29,42.93,1579540
HDB,20180226,42.98,44.38,42.11,42.45,2378080
HDB,20180223,43.41,44.86,42.78,42.98,2175420
HDB,20180222,44.57,44.57,43.41,43.41,2243860
HDB,20180221,45.24,45.43,43.89,45.05,3263200
HDB,20180213,45.29,45.29,43.90,44.95,5066980
HDB,20180212,43.13,45.35,43.08,44.86,3436010
HDB,20180209,42.25,43.12,40.61,43.03,3454800
HDB,20180208,42.30,44.23,41.96,43.31,4667920
HDB,20180207,40.90,42.30,40.80,42.30,4238270
HDB,20180206,38.59,39.84,38.59,39.55,3906020
HDB,20180205,43.61,43.99,41.29,41.48,3353170
HDB,20180202,44.38,44.38,43.70,44.38,4567580
HDB,20180201,44.95,45.05,44.18,44.38,3428660
HDB,20180131,45.24,45.24,44.38,44.95,5581950
HDB,20180130,45.39,45.39,44.09,45.34,6121930
HDB,20180129,45.44,45.82,44.66,45.39,6592140
HDB,20180126,46.11,46.40,44.66,45.34,5637470
HDB,20180125,43.89,46.59,43.41,46.11,10284390
HDB,20180122,43.21,43.79,42.73,43.70,4402360
HDB,20180119,42.93,44.48,42.93,43.60,6728810
HDB,20180118,41.09,42.44,40.23,42.45,5371340
HDB,20180117,43.31,43.36,41.19,41.19,5794700
HDB,20180116,43.02,43.60,42.88,43.36,6271100
HDB,20180115,43.90,44.09,42.45,43.89,6559820
HDB,20180112,41.10,43.85,41.10,43.85,18714750
HDB,20180111,38.98,41.00,38.88,41.00,9874500
HDB,20180110,37.82,38.88,37.72,38.88,8726070
HDB,20180109,38.30,38.40,37.53,38.35,4537340
HDB,20180108,38.59,38.59,38.20,38.30,3321420
HDB,20180105,37.62,38.20,35.21,38.20,32205910
