<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
NVL,20180920,66.00,66.10,64.00,64.50,248400
NVL,20180919,67.30,67.40,66.00,66.00,154640
NVL,20180918,66.70,67.30,66.40,67.30,308790
NVL,20180917,68.00,68.00,66.50,67.20,409970
NVL,20180914,68.50,69.30,67.00,67.80,246590
NVL,20180913,67.70,69.00,67.50,67.90,274550
NVL,20180912,66.50,68.00,66.50,67.70,251290
NVL,20180911,66.00,66.50,64.10,66.50,441850
NVL,20180910,64.70,66.00,63.60,66.00,462290
NVL,20180907,64.70,65.10,63.20,65.10,453810
NVL,20180906,63.60,65.00,63.50,65.00,391310
NVL,20180905,64.60,64.80,63.30,63.60,705390
NVL,20180904,64.70,65.00,63.70,64.80,427640
NVL,20180831,65.00,65.10,64.50,65.00,332000
NVL,20180830,64.70,65.00,64.10,65.00,346410
NVL,20180829,64.90,65.00,63.50,64.90,235120
NVL,20180828,65.10,65.50,63.10,65.00,386220
NVL,20180827,65.00,65.10,64.10,65.10,235500
NVL,20180824,63.90,65.00,63.80,65.00,296650
NVL,20180823,64.70,64.90,63.00,64.00,687130
NVL,20180822,65.30,65.50,62.00,64.90,395040
NVL,20180821,65.50,65.50,65.10,65.30,266610
NVL,20180820,65.50,65.50,64.00,65.30,668430
NVL,20180817,65.20,65.50,64.90,65.50,420270
NVL,20180816,65.10,65.20,64.50,65.20,807290
NVL,20180815,65.60,65.60,63.50,65.20,703640
NVL,20180814,64.50,65.40,64.30,65.40,525870
NVL,20180813,65.30,65.30,62.50,64.50,704350
NVL,20180810,63.00,65.00,63.00,65.00,833000
NVL,20180809,62.90,63.30,61.00,63.00,655490
NVL,20180808,62.30,63.30,62.30,62.90,599650
NVL,20180807,61.80,62.70,61.10,62.30,602710
NVL,20180806,61.50,62.30,61.00,61.80,532410
NVL,20180803,61.40,62.00,61.10,62.00,564420
NVL,20180802,63.00,63.50,60.90,61.50,701730
NVL,20180801,62.00,62.00,60.00,62.00,957020
NVL,20180731,60.40,63.50,59.70,62.00,932330
NVL,20180730,61.20,61.20,59.50,60.60,360170
NVL,20180727,60.10,61.00,59.40,61.00,576480
NVL,20180726,57.60,60.10,57.10,60.10,590450
NVL,20180725,57.00,57.90,56.80,57.70,470880
NVL,20180724,57.20,57.60,55.00,57.00,486600
NVL,20180723,57.50,57.50,54.80,57.50,645460
NVL,20180720,55.40,56.00,55.40,55.40,561090
NVL,20180719,55.10,55.90,53.50,55.80,482990
NVL,20180718,52.10,55.00,52.10,54.80,1794360
NVL,20180717,52.50,52.80,51.50,52.10,995730
NVL,20180716,51.30,52.00,51.20,51.80,832810
NVL,20180713,50.80,51.60,50.40,51.40,645840
NVL,20180712,50.80,52.00,50.20,50.80,920440
NVL,20180711,50.10,52.00,49.75,50.60,1295810
NVL,20180710,51.10,51.10,50.20,50.50,1027380
NVL,20180709,51.70,52.00,50.10,51.10,1226910
NVL,20180706,49.85,52.00,49.75,52.00,1490510
NVL,20180705,50.10,50.20,49.70,50.00,982520
NVL,20180704,50.00,50.30,49.85,50.10,966360
NVL,20180703,50.90,51.10,50.00,50.00,1380590
NVL,20180702,51.00,52.00,50.00,51.10,1288050
NVL,20180629,50.70,51.00,50.50,51.00,1835890
NVL,20180628,50.50,51.10,50.30,50.70,1620920
NVL,20180627,50.50,50.60,50.30,50.60,1468270
NVL,20180626,50.60,50.70,50.10,50.50,1890220
NVL,20180625,50.50,51.00,50.00,50.70,1946880
NVL,20180622,50.00,50.50,49.80,50.50,1817010
NVL,20180621,50.00,50.40,49.70,50.20,1932810
NVL,20180620,50.30,50.90,49.60,50.40,2565780
NVL,20180619,51.50,51.70,49.90,50.30,2971030
NVL,20180618,53.00,53.00,51.20,51.70,2749410
NVL,20180615,52.50,53.00,51.90,53.00,4741370
NVL,20180614,53.10,53.20,51.00,52.60,2401870
NVL,20180613,53.60,53.60,52.00,53.30,2353360
NVL,20180612,52.90,53.60,51.50,53.60,4317610
NVL,20180611,54.00,54.30,52.70,53.50,3608160
NVL,20180608,54.50,54.60,53.30,54.00,3451260
NVL,20180607,52.20,55.00,52.20,54.50,3267720
NVL,20180606,52.10,52.50,51.80,52.20,3225830
NVL,20180605,52.10,53.00,51.70,52.10,3305270
NVL,20180604,51.60,52.40,51.60,52.10,3477780
NVL,20180601,51.10,53.00,51.10,51.60,4024180
NVL,20180531,50.80,53.30,50.70,51.00,4428440
NVL,20180530,53.10,53.10,50.80,50.80,3471030
NVL,20180529,50.50,54.50,50.50,53.10,4737660
NVL,20180528,51.80,52.80,51.00,51.00,3303830
NVL,20180525,50.60,52.50,49.80,52.00,3353080
NVL,20180524,50.20,52.00,49.80,50.60,3519930
NVL,20180523,50.40,50.40,49.30,50.20,3276010
NVL,20180522,51.90,51.90,49.70,50.40,3019740
NVL,20180521,53.00,53.10,51.00,52.00,2744660
NVL,20180518,52.60,53.00,51.80,53.00,3291710
NVL,20180517,52.70,53.00,50.60,52.60,2921520
NVL,20180516,53.50,53.50,50.50,52.60,2890630
NVL,20180515,53.90,54.20,52.80,53.50,2576800
NVL,20180514,55.50,55.90,53.30,54.00,2893140
NVL,20180511,55.60,56.00,53.50,55.50,1983740
NVL,20180510,56.30,56.70,54.70,56.00,2502410
NVL,20180509,56.20,57.10,54.00,56.60,1909470
NVL,20180508,53.50,56.80,53.50,56.70,2048150
NVL,20180507,52.00,54.10,51.80,53.90,1762590
NVL,20180504,52.50,55.00,50.50,52.00,2354810
NVL,20180503,57.80,58.20,54.20,54.20,1609640
NVL,20180502,57.60,61.50,57.60,58.20,2458280
NVL,20180427,62.00,64.70,61.50,61.50,889660
NVL,20180426,71.00,71.10,66.10,66.10,2052810
NVL,20180424,69.60,71.00,69.40,71.00,2562540
NVL,20180423,69.80,70.50,69.50,69.80,2311150
NVL,20180420,69.30,71.90,69.30,69.80,3715560
NVL,20180419,69.80,70.10,67.80,69.80,1812380
NVL,20180418,70.90,70.90,69.80,69.80,1498980
NVL,20180417,70.50,73.00,69.90,70.90,2099160
NVL,20180416,73.00,74.50,72.60,72.90,3014920
NVL,20180413,73.30,74.90,73.30,74.50,2322130
NVL,20180412,71.80,74.20,71.70,73.80,2815970
NVL,20180411,72.30,72.50,71.30,72.50,2911320
NVL,20180410,72.00,73.20,69.90,72.50,2597550
NVL,20180409,75.80,76.50,73.10,73.10,1902330
NVL,20180406,77.00,78.00,75.40,76.50,3208090
NVL,20180405,76.20,78.80,75.10,78.00,2895280
NVL,20180404,76.80,78.00,75.10,77.00,3466310
NVL,20180403,71.70,76.90,71.50,76.80,3367830
NVL,20180402,70.10,72.30,69.20,72.00,2994130
NVL,20180330,66.80,69.20,66.80,69.20,2490280
NVL,20180329,65.90,66.80,65.90,66.30,506440
NVL,20180328,66.00,69.50,65.80,66.10,2897690
NVL,20180327,62.00,65.00,61.10,65.00,1437130
NVL,20180326,60.69,61.84,60.54,60.76,3170310
NVL,20180323,62.59,62.59,60.53,60.69,2581420
NVL,20180322,62.21,63.43,62.13,63.05,3358080
NVL,20180321,62.60,63.74,62.21,62.21,2824040
NVL,20180320,64.27,67.94,63.36,63.36,2647170
NVL,20180319,60.31,64.35,60.23,64.35,2632680
NVL,20180316,60.08,60.46,60.08,60.23,3747450
NVL,20180315,60.00,60.38,60.00,60.23,3469970
NVL,20180314,60.00,60.30,60.00,60.23,3343830
NVL,20180313,60.31,60.84,60.15,60.15,2841080
NVL,20180312,61.07,61.68,60.84,60.84,3683290
NVL,20180309,60.99,61.98,60.99,61.53,3044370
NVL,20180308,60.23,62.29,60.23,61.37,2776620
NVL,20180307,60.07,60.69,59.85,60.46,1541650
NVL,20180306,60.69,61.83,60.38,60.38,2703170
NVL,20180305,65.27,65.50,61.84,61.83,2689470
NVL,20180302,67.40,67.40,65.49,65.50,2626210
NVL,20180301,65.04,67.41,65.04,67.40,3563930
NVL,20180228,64.12,66.25,64.12,65.50,3627460
NVL,20180227,62.98,64.43,62.98,64.27,3314300
NVL,20180226,62.52,63.44,62.52,63.13,2982420
NVL,20180223,61.29,62.59,61.29,62.60,3187060
NVL,20180222,61.06,61.90,61.06,61.60,3014800
NVL,20180221,61.15,61.53,61.07,61.37,2775250
NVL,20180213,59.93,61.07,59.93,61.07,2508250
NVL,20180212,60.84,61.07,59.92,60.31,2377370
NVL,20180209,60.69,61.07,60.31,61.07,2385810
NVL,20180208,61.22,61.60,60.99,61.07,2412560
NVL,20180207,62.44,62.82,61.37,61.60,2918700
NVL,20180206,61.76,62.98,61.60,62.44,1754640
NVL,20180205,61.83,62.52,61.83,62.29,2744630
NVL,20180202,61.06,62.44,60.99,62.21,2765420
