<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRE,20190102,27.63,28.56,27.59,27.97,2061280
VRE,20181228,28.36,28.46,27.10,27.10,2200470
VRE,20181227,29.04,29.04,28.26,28.36,2017410
VRE,20181226,28.66,29.05,28.37,28.36,1015230
VRE,20181225,28.17,29.09,28.07,28.95,1121900
VRE,20181224,28.31,28.85,28.31,28.80,561130
VRE,20181221,29.24,29.24,28.46,28.46,2017450
VRE,20181220,29.92,30.31,29.24,29.24,1171150
VRE,20181219,30.59,30.79,30.20,30.21,735120
VRE,20181218,30.30,30.98,30.11,30.69,1241410
VRE,20181217,30.99,31.38,30.89,31.08,1643870
VRE,20181214,31.76,31.76,31.27,31.28,1014790
VRE,20181213,31.96,32.01,31.76,31.76,1262550
VRE,20181212,31.57,31.86,31.52,31.86,1355590
VRE,20181211,30.98,31.52,30.98,31.52,1487680
VRE,20181210,31.86,31.86,30.98,31.08,2467410
VRE,20181207,31.86,32.24,31.76,32.05,1466260
VRE,20181206,31.96,32.16,31.57,32.05,1892180
VRE,20181205,31.52,32.20,31.32,32.01,2079660
VRE,20181204,30.89,32.25,30.79,31.76,3729070
VRE,20181203,29.82,30.65,29.82,30.45,2013330
VRE,20181130,30.31,30.70,29.82,29.82,1809290
VRE,20181129,30.21,30.89,30.21,30.31,1953160
VRE,20181128,29.92,30.11,29.82,30.11,636790
VRE,20181127,30.21,30.50,29.91,29.92,1060950
VRE,20181126,30.02,30.31,29.73,30.06,718840
VRE,20181123,30.55,30.59,29.91,29.92,883420
VRE,20181122,30.93,31.03,30.40,30.40,763390
VRE,20181121,29.28,30.74,29.28,30.69,1678690
VRE,20181120,29.24,29.78,29.19,29.77,1445630
VRE,20181119,29.14,29.53,29.09,29.29,707980
VRE,20181116,29.48,29.63,29.04,29.14,946970
VRE,20181115,29.14,29.53,29.09,29.53,748760
VRE,20181114,29.14,29.62,29.14,29.19,949010
VRE,20181113,29.43,29.72,29.28,29.33,878980
VRE,20181112,29.73,30.02,29.14,30.01,589610
VRE,20181109,30.11,30.30,29.82,29.97,1613770
VRE,20181108,29.72,30.50,29.72,30.11,1763770
VRE,20181107,29.63,29.72,29.19,29.53,914420
