<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ROS,20180905,40.00,41.30,40.00,40.65,1321830
ROS,20180904,41.20,41.50,40.00,40.00,2224790
ROS,20180831,41.20,42.30,40.80,41.20,2811100
ROS,20180830,41.20,41.40,40.80,41.20,1293450
ROS,20180829,41.50,42.50,40.90,41.55,1192990
ROS,20180828,41.50,43.00,40.95,43.00,1371390
ROS,20180827,41.40,41.90,40.95,41.50,2055630
ROS,20180824,42.00,42.50,40.95,41.90,2077370
ROS,20180823,42.90,43.00,42.00,42.70,1895650
ROS,20180822,41.45,42.95,41.00,42.90,1177220
ROS,20180821,41.75,41.85,40.50,41.45,1043170
ROS,20180820,41.85,41.95,40.70,41.75,1102370
ROS,20180817,42.00,42.70,40.80,41.85,1316630
ROS,20180816,41.40,42.70,40.95,42.00,1165310
ROS,20180815,43.80,44.00,41.00,42.90,1702240
ROS,20180814,43.00,44.00,42.20,43.95,1179830
ROS,20180813,41.35,43.00,41.35,42.95,821380
ROS,20180810,40.00,41.75,40.00,41.50,845080
ROS,20180809,41.30,41.40,40.50,41.00,1073940
ROS,20180808,41.00,41.50,40.70,41.30,687020
ROS,20180807,41.00,41.65,40.70,41.45,737660
ROS,20180806,41.20,42.10,41.00,41.50,734810
ROS,20180803,42.00,42.30,40.70,41.95,663500
ROS,20180802,41.95,42.60,41.20,42.00,243160
ROS,20180801,42.00,42.80,41.70,42.55,428280
ROS,20180731,41.90,42.70,41.70,42.60,317030
ROS,20180730,42.80,42.80,41.70,42.50,414080
ROS,20180727,42.55,43.20,41.70,42.50,326670
ROS,20180726,42.70,43.50,41.80,42.55,451650
ROS,20180725,44.50,44.50,42.00,43.00,343430
ROS,20180724,43.10,44.65,42.40,44.55,741780
ROS,20180723,41.25,43.20,41.25,43.10,1020810
ROS,20180720,44.10,44.30,41.10,41.10,716660
ROS,20180719,44.00,44.50,43.50,44.00,997440
ROS,20180718,44.95,44.95,43.80,44.00,498370
ROS,20180717,43.80,44.95,43.50,44.90,608060
ROS,20180716,45.50,45.50,43.50,44.70,875450
ROS,20180713,41.50,44.15,41.50,44.15,965400
ROS,20180712,40.00,41.35,39.75,41.30,625850
ROS,20180711,40.70,41.60,40.20,40.50,404850
ROS,20180710,41.40,41.75,40.95,41.65,618480
ROS,20180709,39.80,41.50,39.80,41.40,519920
ROS,20180706,40.00,41.00,38.60,41.00,477620
ROS,20180705,40.20,40.60,38.00,40.60,649630
ROS,20180704,40.00,40.50,37.90,40.20,510230
ROS,20180703,40.10,40.90,37.60,40.10,852020
ROS,20180702,41.10,42.00,40.05,40.30,338460
ROS,20180629,43.00,43.30,40.20,43.00,602730
ROS,20180628,40.35,43.90,40.10,43.10,641320
ROS,20180627,45.00,45.80,42.95,42.95,442770
ROS,20180626,47.00,47.00,44.45,46.00,519890
ROS,20180625,46.25,46.25,46.00,46.25,973550
ROS,20180622,44.00,46.80,43.25,43.25,1501710
ROS,20180621,51.00,51.00,46.50,46.50,514000
ROS,20180620,51.20,52.80,48.50,49.90,419670
ROS,20180619,54.00,54.00,51.20,51.20,636140
ROS,20180618,56.50,58.50,54.00,55.00,460500
ROS,20180615,59.90,60.70,56.80,56.80,2761410
ROS,20180614,60.00,62.00,59.80,61.00,584540
ROS,20180613,66.00,66.00,60.30,62.00,2403830
ROS,20180612,67.00,69.70,60.70,64.80,3009090
ROS,20180611,65.00,65.20,63.00,65.20,863130
ROS,20180608,61.60,62.00,60.00,61.00,429730
ROS,20180607,62.00,62.50,60.50,61.60,550440
ROS,20180606,62.70,63.50,61.00,61.90,535860
ROS,20180605,62.00,63.00,61.00,62.70,369680
ROS,20180604,61.00,62.50,60.50,62.00,420230
ROS,20180601,60.70,62.90,60.00,61.00,490840
ROS,20180531,56.70,60.70,56.60,60.70,671670
ROS,20180530,55.50,56.80,52.00,56.80,321520
ROS,20180529,54.20,57.00,53.10,53.20,634990
ROS,20180528,58.70,61.20,57.00,57.00,624110
ROS,20180525,62.00,65.10,61.00,61.20,1102930
ROS,20180524,70.00,70.40,65.10,65.10,995710
ROS,20180523,71.90,72.00,66.90,70.00,868380
ROS,20180522,75.00,75.40,69.90,71.90,810000
ROS,20180521,76.30,77.00,71.50,75.00,566860
ROS,20180518,74.70,78.00,73.80,76.30,624960
ROS,20180517,81.90,81.90,75.00,76.00,427600
ROS,20180516,82.00,82.50,80.00,80.00,385600
ROS,20180515,81.80,83.00,81.80,82.40,621380
ROS,20180514,80.80,81.90,80.80,81.50,606260
ROS,20180511,78.20,81.80,76.80,80.50,377010
ROS,20180510,84.00,86.50,79.10,81.90,879160
ROS,20180509,83.00,87.80,83.00,85.00,807810
ROS,20180508,83.60,83.80,76.00,83.80,1108800
